original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Watching the sunrise 🌅 while sipping tea 🍵 and feeling nostalgic about past journeys 🚗✨,"['🌅', '🍵', '🚗', '✨']",8,Watching the sunrise while sipping tea and feeling nostalgic about past journeys.,positive,"['nature', 'food', 'emotion', 'travel']",Watching the sunrise while sipping tea and feeling nostalgic about past journeys.,emotional_reflection
"Just watched the sunset 🌅 while sipping tea ☕✨ at the mountain top 🌄, feeling so peaceful 🧘‍♂️💫.","['🌅', '☕', '✨', '🌄', '🧘\u200d♂️', '💫']",6,"I just watched the sunset while sipping tea at the mountain top, feeling so peaceful.",positive,"['nature', 'food', 'emotion']","I just watched the sunset while sipping tea at the mountain top, feeling so peaceful.",emotional_reflection
Just saw shooting stars ✨🌠 while walking through the city tonight! Feeling so inspired 🌙💫.,"['✨', '🌠', '🌙', '💫']",6,Just saw shooting stars while walking through the city tonight! Feeling so inspired.,positive,"['nature', 'night', 'emotion']",Just saw shooting stars while walking through the city tonight! Feeling so inspired.,emotional_reflection
"Counting stars on a clear winter night ❄️🌟🌙, feeling so peaceful ✨🧘‍♀️","['❄️', '🌟', '🌙', '✨', '🧘\u200d♀️']",7,"Counting stars on a clear winter night, feeling so peaceful.",positive,"['weather', 'emotion', 'nature']","Counting stars on a clear winter night, feeling so peaceful.",emotional_reflection
Stargazing on a freezing night 🌌❄️🔥 with a warm blanket 🛌✨ feels magical!,"['🌌', '❄️', '🔥', '🛌', '✨']",5,Stargazing on a freezing night with a warm blanket feels magical.,positive,"['weather', 'emotion', 'activity']",Stargazing on a freezing night with a warm blanket feels magical.,emotional_reflection
Sneaking a peek at the stars 🌌✨ while lost in my thoughts 🤔🌙 on this cold winter night ❄️🧣,"['🌌', '✨', '🤔', '🌙', '❄️', '🧣']",6,I am briefly looking at the stars while lost in my thoughts on this cold winter night.,reflective,"['nature', 'emotion', 'weather', 'season']",I am briefly looking at the stars while lost in my thoughts on this cold winter night.,emotional_reflection
Just watched the sunrise 🌅 while sipping on some hot tea 🍵 and feeling so serene 🍃✨,"['🌅', '🍵', '🍃', '✨']",4,Just watched the sunrise while sipping on some hot tea and feeling so serene.,positive,"['nature', 'food', 'emotion']",Just watched the sunrise while sipping on some hot tea and feeling so serene.,emotional_reflection
Just saw a shooting star 🌠 while camping under the winter sky ❄️✨—time to make a wish! 🌙🎇,"['🌠', '❄️', '✨', '🌙', '🎇']",5,I just saw a shooting star while camping under the winter sky—time to make a wish!,positive,"['nature', 'weather', 'night', 'wish']",I just saw a shooting star while camping under the winter sky—time to make a wish!,emotional_reflection
"Lost track of time while exploring the old library 📚🕰️✨, now it's sunset and I feel nostalgic 🌅😌","['📚', '🕰️', '✨', '🌅', '😌']",5,"I lost track of time exploring the old library, now it's sunset and I feel nostalgic.",nostalgic,"['activity', 'time', 'emotion']","I lost track of time exploring the old library, now it's sunset and I feel nostalgic.",emotional_reflection
Lost in the city lights 🌃✨ pondering life's big questions after midnight 🌙🧠,"['🌃', '✨', '🌙', '🧠']",4,Lost in the city lights pondering life's big questions after midnight.,reflective,"['night', 'emotion', 'thought']",Lost in the city lights pondering life's big questions after midnight.,emotional_reflection
Just watched a breathtaking sunset over the mountains 🌄✨ and felt so grateful 🌿🙏,"['🌄', '✨', '🌿', '🙏']",4,Just watched a breathtaking sunset over the mountains and felt so grateful.,positive,"['nature', 'emotion', 'gratitude']",Just watched a breathtaking sunset over the mountains and felt so grateful.,emotional_reflection
"Just watched the sunset 🌅✨ while sipping on some cold lemonade 🍋🥤, feeling grateful 🌸😊","['🌅', '✨', '🍋', '🥤', '🌸', '😊']",6,"Just watched the sunset while sipping on some cold lemonade, feeling grateful.",positive,"['nature', 'drink', 'emotion']","Just watched the sunset while sipping on some cold lemonade, feeling grateful.",daily_status
Climbing this mountain at dawn 🌄🥾⏰ feels like stepping into a dream!,"['🌄', '🥾', '⏰']",6,Climbing this mountain at dawn feels like stepping into a dream!,positive,"['adventure', 'time', 'nature']",Climbing this mountain at dawn feels like stepping into a dream!,adventure_update
Climbing the mountain 🏔️ during sunrise 🌅—feels like touching the sky! 🌤️✨,"['🏔️', '🌅', '🌤️', '✨']",4,Climbing the mountain during sunrise feels like touching the sky.,positive,"['weather', 'nature', 'inspiration']",Climbing the mountain during sunrise feels like touching the sky.,adventure_experience
Flying through the stars 🚀✨ dreaming of distant worlds 🌍🌌 while sipping cosmic juice 🥤🌠,"['🚀', '✨', '🌍', '🌌', '🥤', '🌠']",6,Flying through the stars dreaming of distant worlds while sipping cosmic juice.,positive,"['space', 'dream', 'activity']",Flying through the stars dreaming of distant worlds while sipping cosmic juice.,creative_story
Just saw a shooting star ✨🌌 while hiking up the mountain last night. Unbelievable! 🌠🏞️,"['✨', '🌌', '🌠', '🏞️']",4,Just saw a shooting star while hiking up the mountain last night. Unbelievable!,positive,"['weather', 'nature', 'emotion']",Just saw a shooting star while hiking up the mountain last night. Unbelievable!,emotional_reflection
"Just saw a shooting star 🌠 while walking through the city at midnight ✨🌃🌙, feeling so inspired!","['🌠', '✨', '🌃', '🌙']",4,"Just saw a shooting star while walking through the city at midnight, feeling so inspired.",positive,"['nature', 'time', 'place', 'emotion']","Just saw a shooting star while walking through the city at midnight, feeling so inspired.",emotional_reflection
"Exploring the neon-lit streets of Tokyo 🏙️🌃🍣 until dawn, feeling alive!","['🏙️', '🌃', '🍣']",6,"Exploring the neon-lit streets of Tokyo until dawn, feeling alive!",positive,"['city', 'night', 'food']","Exploring the neon-lit streets of Tokyo until dawn, feeling alive!",travel_experience
"Lost in the forest 🌳🌲, finding my way with just a flickering lantern 🔦✨ at midnight 🌙. Feels like an adventure 🗺️🧭!","['🌳', '🌲', '🔦', '✨', '🌙', '🗺️', '🧭']",7,"Lost in the forest, finding my way with just a flickering lantern at midnight. It feels like an adventure.",adventurous,"['nature', 'light', 'time', 'activity']","Lost in the forest, finding my way with just a flickering lantern at midnight. It feels like an adventure.",adventure_story
Just watched the sunset 🌅 over the mountains and felt so peaceful ✨🗻🌞,"['🌅', '✨', '🗻', '🌞']",4,Just watched the sunset over the mountains and felt so peaceful.,positive,"['nature', 'emotion']",Just watched the sunset over the mountains and felt so peaceful.,emotional_reflection
Just watched the sunset 🌅✨ and felt so peaceful 🌙🌊. Missing those quiet evenings. 😌,"['🌅', '✨', '🌙', '🌊', '😌']",5,Just watched the sunset and felt so peaceful. Missing those quiet evenings.,positive,"['nature', 'emotion']",Just watched the sunset and felt so peaceful. Missing those quiet evenings.,emotional_reflection
Just saw a shooting star 🌠 while walking through the city tonight ✨🌆—feeling inspired 🌟😊,"['🌠', '✨', '🌆', '🌟', '😊']",5,Just saw a shooting star while walking through the city tonight—feeling inspired.,positive,"['nature', 'city', 'emotion']",Just saw a shooting star while walking through the city tonight—feeling inspired.,emotional_reflection
Just got back from a moonlit walk 🌙🚶‍♀️✨ and feeling nostalgic about summer nights 🌅🍉🎶,"['🌙', '🚶\u200d♀️', '✨', '🌅', '🍉', '🎶']",6,Just returned from a walk under the moonlight and feeling nostalgic about summer nights.,nostalgic,"['nature', 'emotion', 'activity']",Just returned from a walk under the moonlight and feeling nostalgic about summer nights.,emotional_reflection
Exploring the ancient forest 🏞️🧙‍♂️ with a lantern and a curious mind 🌕✨,"['🏞️', '🧙\u200d♂️', '🌕', '✨']",4,Exploring the ancient forest with a lantern and a curious mind under the moonlight.,positive,"['nature', 'fantasy', 'night']",Exploring the ancient forest with a lantern and a curious mind under the moonlight.,adventure
"Climbing the mountain 🏔️ at dawn, feeling like a tiny speck in the universe 🌌✨","['🏔️', '🌌', '✨']",7,"Climbing the mountain at dawn, feeling like a tiny speck in the universe.",reflective,"['nature', 'emotion', 'space']","Climbing the mountain at dawn, feeling like a tiny speck in the universe.",emotional_reflection
Just spotted a shooting star 🌠 while lost in my thoughts ✨🌙💭 at the beach tonight.,"['🌠', '✨', '🌙', '💭']",4,Just saw a shooting star while lost in my thoughts at the beach tonight.,nostalgic,"['nature', 'emotion', 'night']",Just saw a shooting star while lost in my thoughts at the beach tonight.,emotional_reflection
Exploring the ancient ruins today 🏛️🔍✨ and feeling so inspired 🌿🌞,"['🏛️', '🔍', '✨', '🌿', '🌞']",8,Exploring the ancient ruins today and feeling so inspired,positive,"['travel', 'adventure', 'emotion']",Exploring the ancient ruins today and feeling so inspired,travel_experience
Caught a beautiful sunset 🌅 while hiking up the mountain 🏞️ today. Feeling grateful 🙏✨,"['🌅', '🏞️', '🙏', '✨']",4,I watched a beautiful sunset while hiking up the mountain today. Feeling grateful.,positive,"['nature', 'emotion']",Caught a beautiful sunset while hiking up the mountain today. Feeling grateful.,daily_status
Stargazing on the rooftop 🌌✨ feeling so small yet connected tonight 🤗🌠,"['🌌', '✨', '🤗', '🌠']",4,Stargazing on the rooftop feeling so small yet connected tonight,positive,"['emotion', 'nature', 'activity']",Stargazing on the rooftop feeling so small yet connected tonight,emotional_reflection
Watching the sunset 🌅 while sipping hot cocoa ☕ and dreaming of distant places ✈️🌎,"['🌅', '☕', '✈️', '🌎']",4,Watching the sunset while sipping hot cocoa and dreaming of distant places.,positive,"['nature', 'food', 'travel']",Watching the sunset while sipping hot cocoa and dreaming of distant places.,leisure_activity
Just caught the most stunning sunset 🌅✨ while hiking up the mountain today 🏞️🥾. Absolutely breathtaking! 😍,"['🌅', '✨', '🏞️', '🥾', '😍']",6,Just caught the most stunning sunset while hiking up the mountain today. Absolutely breathtaking!,positive,"['nature', 'activity', 'emotion']",Just caught the most stunning sunset while hiking up the mountain today. Absolutely breathtaking!,travel_experience
"Just saw a shooting star ⭐✨ while walking through the forest 🌲🌙, made me think about dreams ✨🌌","['⭐', '✨', '🌲', '🌙', '✨', '🌌']",6,"Just saw a shooting star while walking through the forest, made me think about dreams.",reflective,"['nature', 'night', 'dream', 'emotion']","Just saw a shooting star while walking through the forest, made me think about dreams.",emotional_reflection
Stargazing 🌌✨ in the desert tonight was unreal! 🌙🌠 Can’t believe how tiny we are 🚶‍♂️🌍,"['🌌', '✨', '🌙', '🌠', '🚶\u200d♂️', '🌍']",7,Stargazing in the desert tonight was amazing! I can't believe how small we are.,positive,"['nature', 'emotion', 'activity']",Stargazing in the desert tonight was amazing! I can't believe how small we are.,emotional_reflection
"Just saw the sunset painting the sky in shades of orange and purple 🌅🎨✨, making me nostalgic for summer evenings 🌞🌻.","['🌅', '🎨', '✨', '🌞', '🌻']",8,"Just saw the sunset painting the sky in shades of orange and purple, making me nostalgic for summer evenings.",nostalgic,"['nature', 'art', 'emotion', 'season']","Just saw the sunset painting the sky in shades of orange and purple, making me nostalgic for summer evenings.",emotional_reflection
