original_message,emoji_used,emoji_context_window,translated_meaning,sentiment_detected,emoji_category,target_text,message_type
Stargazing from my rooftop under the velvet sky 🌌✨ feeling infinite tonight.,🌌-✨,7,I am stargazing from my rooftop under the velvet sky feeling infinite tonight.,positive,nature-emotion,Looking at the stars from my rooftop tonight it feels endless and magical.,emotional_reflection
Explored the neon-lit streets of Tokyo at midnight 🌃🗼🍣✨,🌃-🗼-🍣-✨,6,I explored the neon-lit streets of Tokyo at midnight.,positive,time-location-food-effect,I explored the neon-lit streets of Tokyo at midnight.,travel_experience
Drifting through clouds on this midnight plane ride 🌌✈️ feeling oddly calm and cosmic.,🌌-✈️,5,I am drifting through clouds on this midnight plane ride feeling oddly calm and cosmic.,positive,weather-transportation-emotion,I am drifting through clouds on this midnight plane ride feeling oddly calm and cosmic.,emotional_reflection
Navigated a dense foggy forest 🌫️🌲🧭 and found a hidden waterfall 💦✨ — nature's secret late afternoon gift!,🌫️-🌲-🧭-💦-✨,5,Navigated a dense foggy forest and found a hidden waterfall — nature's secret late afternoon gift!,positive,nature-activity-emotion,I navigated a dense foggy forest and discovered a hidden waterfall—a special surprise from nature in the late afternoon.,creative_story
Caught the sunrise from the mountaintop 🌄❄️🧣 freezing but totally worth it!,🌄-❄️-🧣,4,I watched the sunrise from the mountaintop; it was freezing but totally worth it.,positive,weather-location-emotion,I watched the sunrise from the mountaintop; it was freezing but totally worth it.,daily_status
Lost in the neon jungle of the city tonight 🌆✨🚕 every light tells a story.,🌆-✨-🚕,3,Lost in the neon jungle of the city tonight every light tells a story.,reflective,location-emotion-transport,Caught in the glowing city lights tonight where every light narrates a tale.,emotional_reflection
Woke up to a blanket of snow ❄️☃️ sipping hot cocoa by the window ☕️🪟 feels magical!,❄️-☃️-☕️-🪟,7,I woke up to snow and am drinking hot cocoa by the window it feels magical.,positive,weather-object-drink-location,Waking up to snow and enjoying hot cocoa by the window feels magical.,daily_status
Drifting through the midnight city lights 🚕🌃✨ feeling like I'm in a noir film 🎥🖤.,🚕-🌃-✨-🎥-🖤,6,Drifting through the midnight city lights feeling like I'm in a noir film.,neutral,transport-time-emotion-activity,Wandering the city at midnight it feels like I'm part of a noir movie.,emotional_reflection
Exploring the neon-lit alleys of Tokyo at midnight 🌃🎌✨ feeling a bit like a lost samurai 🥷🤔,🌃-🎌-✨-🥷-🤔,5,Exploring the neon-lit alleys of Tokyo at midnight feeling a bit like a lost samurai.,reflective,place-symbol-emotion-character,Wandering through Tokyo's glowing alleys at midnight I feel like a lost samurai.,travel_experience
Drifting through memories of old vinyl nights 🎶🕯️✨ under the city rain 🌧️🌃,🎶-🕯️-✨-🌧️-🌃,5,I am reminiscing about old vinyl nights while it's raining in the city.,nostalgic,music-emotion-weather-location,I am reminiscing about old vinyl nights while it's raining in the city.,emotional_reflection
Sunrise painting the city in gold while I sip my chai ☕🌄🏙️,☕-🌄-🏙️,5,The sunrise is painting the city in gold while I sip my chai.,positive,food-weather-location,The sunrise is casting a golden glow over the city as I enjoy my chai.,daily_status
Waiting for the midnight train under neon lights 🚆🌃✨ feeling oddly hopeful and tired at the same time.,🚆-🌃-✨,5,Waiting for the midnight train under neon lights feeling oddly hopeful and tired at the same time.,neutral,transport-time-light,I'm waiting for the midnight train beneath neon lights a strange mix of hope and exhaustion washing over me.,emotional_reflection
Exploring the neon-lit streets of Tokyo at midnight 🌃🚶‍♂️🍣,🌃-🚶-🍣,5,I am exploring the neon-lit streets of Tokyo at midnight.,positive,time-activity-food,Walking through Tokyo's neon streets at midnight.,travel_experience
Landed on Mars just in time for the alien jazz concert 🚀👽🎷 under the crimson sky!,🚀-👽-🎷,6,I arrived on Mars just in time for the alien jazz concert under the crimson sky.,positive,travel-space-music,I arrived on Mars just in time for the alien jazz concert under the crimson sky.,creative_story
Diving through coral reefs while crafting a novel 📚🐠🌊 inspired by the deep blue!,📚-🐠-🌊,5,Diving through coral reefs while crafting a novel inspired by the deep blue!,positive,activity-animal-nature,I'm exploring coral reefs underwater as I write a novel inspired by the ocean.,creative_story
Exploring the neon-lit streets of Tokyo at midnight 🌃🗼🍣 the city never sleeps!,🌃-🗼-🍣,7,Exploring the neon-lit streets of Tokyo at midnight the city never sleeps!,positive,location-time-food,Wandering through the glowing streets of Tokyo late at night the city is always awake!,travel_adventure
Diving into ancient scripts underwater 🐠📜🤿 feels like time travel in slow motion.,🐠-📜-🤿,5,Diving into ancient scripts underwater feels like time travel in slow motion.,positive,activity-object-location,Exploring ancient texts underwater feels like slow-motion time travel.,creative_story
Clouds rolled in just as I reached the mountaintop 🌥️🏔️ turning the view ghostly but breathtaking 👻✨.,🌥️-🏔️-👻-✨,6,Clouds rolled in just as I reached the mountaintop turning the view ghostly but breathtaking.,positive,weather-location-emotion,Clouds appeared as I got to the mountaintop making the view eerie yet stunning.,nature_experience
Exploring the neon-lit city streets at midnight 🌃🚶‍♂️✨ feeling a mix of awe and loneliness.,🌃-🚶-✨,4,Exploring the neon-lit city streets at midnight feeling a mix of awe and loneliness.,neutral,time-location-emotion,Walking through brightly lit city streets at midnight feeling both amazed and a bit lonely.,emotional_reflection
Exploring foggy mountain trails at dawn 🌫️🥾🏞️ feeling adventurous yet peaceful.,🌫️-🥾-🏞️,5,Exploring foggy mountain trails at dawn feeling adventurous yet peaceful.,positive,weather-activity-nature,Exploring foggy mountain trails at dawn feeling adventurous yet peaceful.,daily_status
Just spotted a shooting star while jogging at midnight 🌠🏃‍♂️🌙 feeling magical and inspired!,🌠-🏃-🌙,5,I just saw a shooting star while jogging at midnight and feel magical and inspired.,positive,nature-activity-time,I just saw a shooting star while jogging at midnight and feel magical and inspired.,emotional_reflection
Caught a shooting star 🌠 while hiking the ridge at midnight 🌌🏞️ feeling like a dreamer 🌙✨.,🌠-🌌-🏞️-🌙-✨,5,I caught a shooting star while hiking the ridge at midnight feeling like a dreamer.,positive,nature-time-emotion,I caught a shooting star while hiking the ridge at midnight feeling like a dreamer.,emotional_reflection
Midnight thoughts under the starry sky 🌌🌠🤔 feeling both small and infinite.,🌌-🌠-🤔,5,I had midnight thoughts under the starry sky feeling both small and infinite.,reflective,weather-space-emotion,I had midnight thoughts under the starry sky feeling both small and infinite.,emotional_reflection
Just cycled through the ancient forest 🌲🚴‍♂️✨ feeling the whisper of leaves telling untold stories.,🌲-🚴-✨,5,Just cycled through the ancient forest feeling the whisper of leaves telling untold stories.,positive,nature-activity-emotion,I just biked through the ancient forest sensing the leaves whisper hidden tales.,reflective_experience
Morning jog by the frozen lake 🌨️🏃‍♂️❄️ feeling the chill in every breath but loving the crisp air!,🌨️-🏃-❄️,5,Morning jog by the frozen lake feeling the chill in every breath but loving the crisp air!,positive,weather-activity-nature,Morning jog by the frozen lake feeling the chill in every breath but loving the crisp air!,daily_status
Diving into blue depths 🌊🐠🔱 feeling like a sea explorer on a quest!,🌊-🐠-🔱,5,I'm diving into the ocean imagining myself as a sea explorer on a quest.,positive,activity-nature-mythology,I'm diving into the ocean imagining myself as a sea explorer on a quest.,creative_story
Midnight coding spree on the rooftop under the stars 🌌💻☕ Feeling unstoppable!,🌌-💻-☕,5,I'm working on coding late at night on the rooftop and feeling very motivated.,positive,weather-activity-object,Working on coding late at night on the rooftop and feeling very motivated.,daily_status
Rummaging through old photo albums under the flickering attic light 📸🕯️ feeling waves of nostalgia 🌙,📸-🕯️-🌙,6,Rummaging through old photo albums under the flickering attic light feeling waves of nostalgia.,positive,object-light-emotion,Looking through old photo albums by the flickering attic light brings back strong nostalgic feelings.,emotional_reflection
Navigating the rainy city streets in a sea of umbrellas ☔🌆 feels like a liquid maze 🍃,☔-🌆-🍃,5,Navigating the rainy city streets surrounded by many umbrellas feels like a liquid maze.,neutral,weather-location-nature,Walking through the rainy city with umbrellas everywhere feels like moving through a maze of water.,daily_status
Biking through the misty forest at dawn 🚴‍♂️🌫️🌲 feels like riding inside a dream!,🚴-🌫️-🌲,5,Biking through the misty forest at dawn feels like riding inside a dream.,positive,activity-weather-nature,Biking through the misty forest at dawn feels magical and dreamlike.,daily_status
Sipping chamomile tea 🌿☕ by the window at dawn feeling every calm breath 🌅💭,🌿-☕-🌅-💭,6,Sipping chamomile tea by the window at dawn feeling every calm breath,positive,food-nature-emotion-time,Enjoying chamomile tea by the window at dawn and feeling peaceful.,emotional_reflection
Exploring neon-lit alleys at midnight 🚶‍♂️🌃✨ feels like wandering through a futuristic dream.,🚶-🌃-✨,6,Exploring neon-lit alleys at midnight feels like wandering through a futuristic dream.,positive,activity-time-emotion,Walking through neon-lit alleys at midnight feels like a futuristic dream.,travel_experience
Sunlight filters through the forest canopy as I sip my morning tea 🍵🌲🌞 feeling strangely calm and energized.,🍵-🌲-🌞,4,Sunlight filters through the forest canopy as I sip my morning tea feeling strangely calm and energized.,positive,food-nature-weather,Morning sunlight shines through the trees while I enjoy my tea feeling both peaceful and lively.,daily_status
